Jour;Catégorie client;Puissance moyenne journalière (W)
2018-05-11;Résidentiels;12882807026.0
2018-05-08;Résidentiels;11968666675.0
2018-05-08;Entreprises;10594192757.0
2018-05-08;Professionnels;2825896999.0
2018-05-07;PME / PMI;3770329669.0
2018-04-29;Entreprises;8533452604.0
2018-04-21;Entreprises;10047839181.0
2018-04-17;Résidentiels;13506874212.0
2018-04-16;Résidentiels;14616799021.0
2018-04-15;PME / PMI;3664950320.0
2018-04-13;Résidentiels;16229871015.0
2018-04-11;Entreprises;14369191504.0
2018-04-07;Professionnels;4128188348.0
2018-04-04;Entreprises;14556390634.0
2018-04-02;Entreprises;10262924779.0
2018-04-02;PME / PMI;4389234823.0
2018-03-30;Résidentiels;21086112424.0
2018-03-30;PME / PMI;6342346476.0
2018-03-26;Professionnels;5349665243.0
2018-03-21;Résidentiels;26559740903.0
2018-03-21;Professionnels;6674740357.0
2018-03-20;Entreprises;15652198633.0
2018-03-18;Entreprises;9727871152.0
2018-03-17;PME / PMI;5302406071.0
2018-03-15;Entreprises;14753378964.0
2018-03-13;Résidentiels;19821285676.0
2018-03-09;Entreprises;14337025149.0
2018-03-09;PME / PMI;6265393011.0
2018-03-07;Entreprises;15052515343.0
2018-03-05;Entreprises;14368593150.0
2018-03-02;PME / PMI;7133787211.0
2018-02-27;Entreprises;16249802154.0
2018-02-26;PME / PMI;7843757407.0
2018-02-26;Professionnels;7436160576.0
2018-02-24;PME / PMI;6067182396.0
2018-02-20;PME / PMI;6823099463.0
2018-02-20;Professionnels;6507866500.0
2018-02-18;PME / PMI;4962406675.0
2018-02-15;Entreprises;15286536613.0
2018-02-13;Entreprises;15872104641.0
2018-02-12;Entreprises;14877238389.0
2018-02-12;PME / PMI;7179194484.0
2018-02-09;Entreprises;15322927951.0
2018-02-06;PME / PMI;7760478881.0
2018-01-30;Résidentiels;21678428530.0
2018-01-30;Entreprises;15103689072.0
2018-01-29;PME / PMI;6811708849.0
2018-01-28;Entreprises;9585597186.0
2018-01-26;Professionnels;5983945380.0
2018-01-25;Résidentiels;21318123562.0
2018-01-25;Professionnels;5761060616.0
2018-01-24;Entreprises;14882609596.0
2018-01-23;Entreprises;15042388084.0
2018-01-23;PME / PMI;6777086340.0
2018-01-21;Résidentiels;24206832476.0
2018-01-21;Entreprises;9572111934.0
2018-01-17;Entreprises;15269497453.0
2018-01-16;Résidentiels;23404946625.0
2018-01-16;Professionnels;6239872496.0
2018-01-15;Professionnels;6299305924.0
2018-01-13;PME / PMI;5529077715.0
2018-01-10;Entreprises;14946388266.0
2018-01-04;Professionnels;5781324174.0
2018-01-01;Professionnels;4940893057.0
2017-12-31;PME / PMI;4928599107.0
2017-12-29;Entreprises;11739669936.0
2017-12-26;Professionnels;6386617681.0
2017-12-25;Entreprises;9132978663.0
2017-12-21;PME / PMI;6640608108.0
2017-12-20;Entreprises;15101600205.0
2017-12-18;Entreprises;14676006615.0
2017-12-16;Professionnels;6034714033.0
2017-12-15;Professionnels;6771603773.0
2017-12-14;Résidentiels;25478605623.0
2017-12-11;Entreprises;14612135480.0
2017-12-10;Entreprises;10077644876.0
2017-12-08;PME / PMI;6961728791.0
2017-12-07;PME / PMI;7213637540.0
2017-11-26;Entreprises;9659812536.0
2017-11-24;Entreprises;14098591967.0
2017-11-24;PME / PMI;5952074600.0
2017-11-21;Résidentiels;21056224662.0
2017-11-20;PME / PMI;6649226234.0
2017-11-17;Entreprises;14410568448.0
2017-11-15;Résidentiels;22302037886.0
2017-11-08;Entreprises;14995681426.0
2017-11-07;Résidentiels;20845637613.0
2017-11-07;Professionnels;6050135163.0
2017-11-05;Entreprises;8823191913.0
2017-11-05;PME / PMI;3877814507.0
2017-11-04;Entreprises;9972857957.0
2017-11-04;Professionnels;4304193478.0
2017-11-01;Résidentiels;18776678978.0
2017-10-30;PME / PMI;5202243762.0
2017-10-27;Résidentiels;13687885868.0
2017-10-25;Professionnels;4327522486.0
2017-10-24;Professionnels;4513642956.0
2017-10-20;Entreprises;13734824082.0
2017-10-17;PME / PMI;4507991012.0
2017-10-16;Entreprises;13446732609.0
2017-10-16;PME / PMI;4541412966.0
2017-10-13;Résidentiels;12064541863.0
2017-10-07;PME / PMI;3935212222.0
2017-10-07;Professionnels;3965681581.0
2017-10-02;Professionnels;4012450680.0
2017-09-29;PME / PMI;4649488980.0
2017-09-27;Entreprises;14273684490.0
2017-09-27;Professionnels;4086993706.0
2017-09-26;PME / PMI;4792595555.0
2017-09-23;PME / PMI;3852178939.0
2017-09-22;Professionnels;4270081267.0
2017-09-18;Résidentiels;12871091546.0
2017-09-17;Résidentiels;13715245846.0
2017-09-13;PME / PMI;4939078038.0
2017-09-12;Résidentiels;11006684651.0
2017-09-12;Professionnels;4005255361.0
2017-09-10;Professionnels;3122099875.0
2017-09-07;Résidentiels;10591745765.0
2017-09-05;Résidentiels;10572948657.0
2017-09-05;Entreprises;14318389873.0
2017-09-04;Entreprises;13276832231.0
2017-09-03;Résidentiels;11606287704.0
2017-09-01;Entreprises;13394694238.0
2017-09-01;PME / PMI;4651683805.0
2017-08-30;Professionnels;3898521056.0
2017-08-29;PME / PMI;5012549352.0
2017-08-27;PME / PMI;3504190413.0
2017-08-25;Résidentiels;10556918010.0
2017-08-20;Résidentiels;11005281867.0
2017-08-20;PME / PMI;3453092135.0
2017-08-19;Professionnels;3419152311.0
2017-08-18;PME / PMI;4634895432.0
2017-08-17;Résidentiels;10329502776.0
2017-08-17;Professionnels;3702395643.0
2017-08-16;Résidentiels;10106216349.0
2017-08-15;Entreprises;9630818329.0
2017-08-11;Résidentiels;10186744594.0
2017-08-10;Résidentiels;10087162404.0
2017-08-10;Professionnels;3588143044.0
2017-08-09;Entreprises;11390677285.0
2017-08-09;PME / PMI;4668383866.0
2017-08-08;Résidentiels;10217258386.0
2017-08-06;Entreprises;8219372157.0
2017-08-05;Professionnels;3561452159.0
2017-07-31;Résidentiels;10775542500.0
2017-07-28;Professionnels;3781459571.0
2017-07-23;PME / PMI;3674250014.0
2017-07-19;Professionnels;3941104169.0
2017-07-15;Entreprises;10006497417.0
2017-07-15;PME / PMI;4171794911.0
2017-07-14;Résidentiels;10956398696.0
2017-07-12;Professionnels;3871948471.0
2017-07-08;Professionnels;3609890560.0
2017-07-06;Résidentiels;10637230443.0
2017-07-02;Professionnels;2944813190.0
2017-07-01;Résidentiels;10677488383.0
2017-06-30;Entreprises;13689573004.0
2017-06-26;Résidentiels;10976447607.0
2017-06-25;PME / PMI;3640849091.0
2017-06-24;Entreprises;10925956799.0
2017-06-15;PME / PMI;5213079901.0
2017-06-14;Résidentiels;10796128681.0
2017-06-14;PME / PMI;5103971725.0
2017-06-14;Professionnels;3915765812.0
2017-06-13;PME / PMI;5059652208.0
2017-06-11;Professionnels;2954895308.0
2017-06-09;Résidentiels;10323101994.0
2017-06-09;PME / PMI;4851345896.0
2017-06-06;PME / PMI;4824804436.0
2017-06-03;Professionnels;3400651306.0
2017-06-02;Résidentiels;10598134946.0
2017-06-02;Entreprises;14227638093.0
2017-06-02;PME / PMI;4753125623.0
2017-05-29;Professionnels;3579788874.0
2017-05-27;Résidentiels;11300443985.0
2017-05-25;Professionnels;2824483680.0
2017-05-24;Résidentiels;10878835984.0
2017-05-24;PME / PMI;4674213630.0
2017-05-21;Professionnels;3018549138.0
2017-05-11;Entreprises;13984028886.0
2017-05-10;Professionnels;4204503445.0
2017-05-06;PME / PMI;3990355506.0
2017-05-05;Résidentiels;14669091929.0
2017-05-05;Professionnels;4495191899.0
2017-05-03;PME / PMI;5132612593.0
2017-05-03;Professionnels;4604653406.0
2017-04-27;PME / PMI;5467764978.0
2017-04-26;Résidentiels;17411927618.0
2017-04-26;Professionnels;4869651494.0
2017-04-22;Entreprises;9983568493.0
2017-04-18;Entreprises;13342076303.0
2017-04-11;Entreprises;13893184075.0
2017-04-10;Entreprises;13037542340.0
2017-04-09;Professionnels;3184791528.0
2017-04-06;Professionnels;4587569958.0
2017-04-02;Professionnels;3664075820.0
2017-04-01;Résidentiels;15398935918.0
2017-03-31;Résidentiels;13146754536.0
2017-03-31;Entreprises;13471109992.0
2017-03-29;Entreprises;14221123641.0
2017-03-26;PME / PMI;3995064584.0
2017-03-26;Professionnels;3966098558.0
2017-03-23;PME / PMI;5993661129.0
2017-03-20;PME / PMI;5928892542.0
2017-03-17;Entreprises;13756757153.0
2017-03-17;PME / PMI;5341987362.0
2017-03-10;Résidentiels;18016739792.0
2017-03-10;Entreprises;14011334605.0
2017-03-08;Entreprises;15049573366.0
2017-03-07;Entreprises;15050687238.0
2017-03-04;Résidentiels;21748158058.0
2017-03-04;PME / PMI;5181415866.0
2017-03-02;Entreprises;14802127554.0
2017-03-01;Professionnels;6347185265.0
2017-02-28;Entreprises;15059026795.0
2017-02-28;PME / PMI;6556376695.0
2017-02-27;Professionnels;5665867038.0
2017-02-24;Résidentiels;21356603232.0
2017-02-22;Entreprises;14660436022.0
2017-02-20;Professionnels;5602627554.0
2017-02-19;Entreprises;9430389405.0
2017-02-17;PME / PMI;5919145625.0
2017-02-17;Professionnels;5747212812.0
2017-02-15;Entreprises;14771758225.0
2017-02-12;PME / PMI;5099249723.0
2017-02-11;Entreprises;11227175231.0
2017-02-10;Professionnels;6983274500.0
2017-02-09;Entreprises;15507425377.0
2017-02-08;Résidentiels;24472538473.0
2017-02-08;PME / PMI;6889817218.0
2017-02-07;Résidentiels;23183391305.0
2017-02-03;Résidentiels;22407099142.0
2017-02-01;PME / PMI;6611723553.0
2017-01-30;PME / PMI;7032911173.0
2017-01-29;Résidentiels;27740854111.0
2017-01-29;Entreprises;9943801769.0
2017-01-29;Professionnels;5518448407.0
2017-01-28;Entreprises;11118580765.0
2017-01-27;PME / PMI;7524986703.0
2017-01-25;Professionnels;7991883262.0
2017-01-22;PME / PMI;5632861757.0
2017-01-21;Entreprises;11811289541.0
2017-01-19;Professionnels;8133062910.0
2017-01-17;Résidentiels;30651525673.0
2017-01-17;PME / PMI;8068140536.0
2017-01-16;Professionnels;6940018405.0
2017-01-13;Professionnels;6961912734.0
2017-01-11;Entreprises;15496021011.0
2017-01-11;Professionnels;6665552349.0
2017-01-10;Résidentiels;27004458501.0
2017-01-10;PME / PMI;7280173214.0
2017-01-08;Professionnels;6130967534.0
2017-01-07;Résidentiels;34235391120.0
2017-01-05;Résidentiels;29783919124.0
2017-01-05;Entreprises;15536767938.0
2017-01-05;PME / PMI;6952661554.0
2017-01-04;Professionnels;7536353766.0
2017-01-01;Résidentiels;31839877113.0
2017-01-01;Entreprises;8853216844.0
2016-12-17;PME / PMI;5375343184.0
2016-12-16;Résidentiels;23829904749.0
2016-12-15;Entreprises;15181770831.0
2016-12-15;Professionnels;6575867203.0
2016-12-14;Résidentiels;24475496581.0
2016-12-14;Professionnels;6399160141.0
2016-12-12;PME / PMI;6581477978.0
2016-12-11;PME / PMI;4727443335.0
2016-12-11;Professionnels;5010091745.0
2016-12-08;PME / PMI;6678339893.0
2016-12-07;Entreprises;15386702553.0
2016-11-30;Résidentiels;25753004991.0
2016-11-29;Entreprises;15598228026.0
2016-11-29;PME / PMI;7091417472.0
2016-11-29;Professionnels;6830547596.0
2016-11-26;Entreprises;10559605578.0
2016-11-26;Professionnels;5043790657.0
2016-11-22;Entreprises;14819261460.0
2016-11-21;Résidentiels;18351860602.0
2016-11-21;Entreprises;14013258294.0
2016-11-19;Résidentiels;21797803727.0
2016-11-15;Résidentiels;20739313047.0
2016-11-10;Résidentiels;21211405459.0
2016-11-10;Entreprises;14840957226.0
2016-11-08;PME / PMI;6683742225.0
2016-11-08;Professionnels;6396316262.0
2016-11-04;PME / PMI;5706135458.0
2016-11-03;Résidentiels;18017506923.0
2016-11-03;Entreprises;14617122499.0
2016-11-01;Entreprises;10259166704.0
2016-10-31;Résidentiels;15745985520.0
2016-10-31;PME / PMI;5127921937.0
2016-10-30;PME / PMI;3493713343.0
2016-10-29;Résidentiels;17491152669.0
2016-10-26;Résidentiels;15537719462.0
2016-10-24;Entreprises;13597934297.0
2016-10-24;PME / PMI;5274204143.0
2016-10-16;Entreprises;8758988520.0
2016-10-15;Professionnels;4237347985.0
2016-10-14;PME / PMI;5312445536.0
2016-10-13;PME / PMI;5479019905.0
2016-10-12;PME / PMI;5263205477.0
2016-10-12;Professionnels;5111697374.0
2016-10-09;Résidentiels;15769141882.0
2016-10-05;Entreprises;14108927251.0
2016-10-05;PME / PMI;4684800996.0
2016-10-02;PME / PMI;3132145194.0
2016-09-30;Professionnels;4028517726.0
2016-09-29;Entreprises;14327296342.0
2016-09-27;Entreprises;14253152863.0
2016-09-27;PME / PMI;4595313345.0
2016-09-25;Résidentiels;12211331691.0
2016-09-18;PME / PMI;3187364374.0
2016-09-16;PME / PMI;4600285238.0
2016-09-15;PME / PMI;4707762577.0
2016-09-14;Résidentiels;10955919576.0
2016-09-14;PME / PMI;4726891469.0
2016-09-08;Résidentiels;10745558899.0
2016-09-06;Résidentiels;10719812445.0
2016-09-05;Entreprises;13800461265.0
2016-09-05;PME / PMI;4988713116.0
2016-09-02;Professionnels;3972227900.0
2016-08-30;Professionnels;3794378083.0
2016-08-28;Résidentiels;11603035109.0
2016-08-28;PME / PMI;3668109627.0
2016-08-28;Professionnels;3123218998.0
2016-08-24;Résidentiels;10788209187.0
2016-08-24;Entreprises;14168552037.0
2016-08-20;PME / PMI;4145617544.0
2016-08-18;PME / PMI;4890681631.0
2016-08-18;Professionnels;3711295594.0
2016-08-14;Professionnels;2977216840.0
2016-08-13;Résidentiels;10788725904.0
2016-08-11;Entreprises;11527886390.0
2016-08-10;PME / PMI;4774682094.0
2016-08-08;PME / PMI;4720674611.0
2016-08-06;Professionnels;3372587379.0
2016-08-05;Professionnels;3656623089.0
2016-08-04;Résidentiels;10580037888.0
2016-08-04;Entreprises;12411824744.0
2016-08-04;Professionnels;3749565210.0
2016-08-03;Résidentiels;10604131888.0
2016-08-02;Professionnels;3673535168.0
2016-07-27;Résidentiels;10692915319.0
2016-07-27;PME / PMI;5142640202.0
2016-07-23;Résidentiels;10952283626.0
2016-07-17;Professionnels;2981418213.0
2016-07-15;Résidentiels;11129395105.0
2016-07-13;Entreprises;14061653753.0
2016-07-09;Professionnels;3572783505.0
2016-07-08;Entreprises;14629321931.0
2016-07-07;Entreprises;14925567205.0
2016-07-05;Résidentiels;10605606113.0
2016-06-30;Résidentiels;10766847970.0
2016-06-29;Résidentiels;10606501682.0
2016-06-27;Professionnels;3586334653.0
2016-06-25;Professionnels;3463355375.0
2016-06-21;Résidentiels;10745631127.0
2016-06-16;Professionnels;4006446835.0
2016-06-14;PME / PMI;4826489948.0
2016-06-13;Résidentiels;11423326737.0
2016-06-09;Professionnels;3819439385.0
2016-06-08;Professionnels;3759426812.0
2016-06-03;PME / PMI;5134716427.0
2016-05-31;Résidentiels;11977020633.0
2016-05-31;Entreprises;14163699062.0
2016-05-29;PME / PMI;3226699887.0
2016-05-29;Professionnels;3008498663.0
2016-05-28;Résidentiels;11612114227.0
2016-05-26;Résidentiels;11487968989.0
2016-05-26;PME / PMI;4766382685.0
2016-05-21;PME / PMI;3667538569.0
2016-05-19;Résidentiels;12888567507.0
2016-05-14;Résidentiels;13657113416.0
2016-05-13;Résidentiels;12515437037.0
2016-05-05;Entreprises;10220598165.0
2016-05-04;Professionnels;4232538033.0
2016-05-01;Résidentiels;19770921334.0
2016-04-30;Résidentiels;18940958908.0
2016-04-27;Résidentiels;18703960285.0
2016-04-27;Professionnels;5055910158.0
2016-04-24;Professionnels;3872168942.0
2016-04-23;Professionnels;4131290963.0
2016-04-22;PME / PMI;4878351043.0
2016-04-22;Professionnels;4416801333.0
2016-04-19;Résidentiels;15744288483.0
2016-04-14;Entreprises;13975611730.0
2016-04-14;PME / PMI;5113346320.0
2016-04-10;Professionnels;3895586349.0
2016-04-09;PME / PMI;4502907797.0
2016-04-08;Entreprises;13850875735.0
2016-04-07;Entreprises;14297053727.0
2016-04-06;PME / PMI;5650896148.0
2016-03-31;Professionnels;5356649429.0
2016-03-30;Résidentiels;17564081214.0
2016-03-29;Professionnels;5371782647.0
2016-03-28;Professionnels;4168856181.0
2016-03-26;Résidentiels;19413129599.0
2016-03-25;Résidentiels;20092261498.0
2016-03-24;Entreprises;14696582483.0
2016-03-22;Professionnels;5511063196.0
2016-03-21;Résidentiels;20783197318.0
2016-03-20;PME / PMI;4411876600.0
2016-03-19;Entreprises;10551707170.0
2016-03-17;PME / PMI;6185965870.0
2016-03-14;Entreprises;14265938928.0
2016-03-09;Résidentiels;25314895484.0
2016-03-04;Entreprises;14604650832.0
2016-03-04;Professionnels;6368992142.0
2016-03-01;Entreprises;15465713134.0
2016-02-29;PME / PMI;6598988619.0
2016-02-26;Entreprises;14544225523.0
2016-02-20;Entreprises;10801261209.0
2016-02-20;Professionnels;5783729629.0
2016-02-17;Résidentiels;27000652837.0
2016-02-12;PME / PMI;6324952825.0
2016-02-10;Professionnels;6605145136.0
2016-02-07;PME / PMI;4481299935.0
2016-02-06;Entreprises;10560668266.0
2016-02-02;Entreprises;15065210874.0
2016-02-01;Résidentiels;19818229939.0
2016-02-01;Entreprises;14311335930.0
2016-01-31;Entreprises;9580774308.0
2016-01-30;PME / PMI;5141036026.0
2016-01-29;PME / PMI;6213609284.0
2016-01-27;PME / PMI;6263490740.0
2016-01-22;PME / PMI;6680074860.0
2016-01-15;PME / PMI;6481318785.0
2016-01-12;Résidentiels;23559225716.0
2016-01-11;Entreprises;14518573653.0
2016-01-10;Professionnels;5030199868.0
2016-01-09;PME / PMI;4628212684.0
2016-01-06;Résidentiels;23500999477.0
2016-01-06;Entreprises;15086247467.0
2016-01-05;Résidentiels;23154372576.0
2016-01-03;PME / PMI;4290771003.0
2015-12-28;Entreprises;11102925550.0
2015-12-23;PME / PMI;5425999676.0
2015-12-23;Professionnels;5475445333.0
2015-12-21;Résidentiels;19452211033.0
2015-12-16;PME / PMI;5570937595.0
2015-12-11;Professionnels;6421761114.0
2015-12-08;PME / PMI;5870964605.0
2015-12-08;Professionnels;5867049379.0
2015-12-06;Résidentiels;22444228790.0
2015-12-06;Entreprises;9679201626.0
2015-12-05;Résidentiels;22968868581.0
2015-12-04;Résidentiels;20838355927.0
2015-12-04;Entreprises;14728779089.0
2015-12-04;Professionnels;6062673020.0
2015-12-02;PME / PMI;5919836097.0
2015-11-24;PME / PMI;6678176228.0
2015-11-22;Entreprises;9664654508.0
2020-11-20;Entreprises;13459162147.0
2020-11-20;Professionnels;5135601242.0
2020-11-17;Entreprises;13681925208.0
2020-11-16;PME / PMI;4785837424.0
2020-11-13;Entreprises;12896823955.0
2020-11-12;Professionnels;4507416618.0
2020-11-10;Résidentiels;15885738191.0
2020-11-06;Résidentiels;19071458599.0
2020-11-06;Entreprises;13321918270.0
2020-11-03;Professionnels;4539869130.0
2020-11-01;Résidentiels;16482261276.0
2020-10-29;PME / PMI;5300557550.0
2020-10-29;Professionnels;4820647057.0
2020-10-23;Résidentiels;14574264716.0
2020-10-22;Professionnels;4543072278.0
2020-10-20;Entreprises;13963906941.0
2020-10-20;PME / PMI;5260084025.0
2020-10-17;PME / PMI;4433296630.0
2020-10-15;Résidentiels;18256314323.0
2020-10-15;Entreprises;14190730277.0
2020-10-15;PME / PMI;5773647068.0
2020-10-14;Professionnels;5009181550.0
2020-10-11;Résidentiels;17671706203.0
2020-10-09;Résidentiels;14069455161.0
2020-10-09;Entreprises;13301284051.0
2020-10-08;PME / PMI;5292268013.0
2020-10-07;PME / PMI;5325558239.0
2020-10-05;Entreprises;13099104018.0
2020-10-04;Entreprises;8505734743.0
2020-10-04;Professionnels;3823417543.0
2020-10-02;Entreprises;13209914537.0
2020-10-01;PME / PMI;5234486947.0
2020-09-30;Entreprises;13783679927.0
2020-09-29;Résidentiels;13469475463.0
2020-09-28;Entreprises;13029580629.0
2020-09-27;Professionnels;3504615580.0
2020-09-26;PME / PMI;3976351924.0
2020-09-26;Professionnels;3853964399.0
2020-09-21;Résidentiels;11047636276.0
2020-09-18;Entreprises;13659407817.0
2020-09-12;Professionnels;4165866293.0
2020-09-10;Professionnels;4390840634.0
2020-09-08;Entreprises;13883297064.0
2020-08-31;PME / PMI;4824633424.0
2020-08-29;Résidentiels;12002088120.0
2020-08-28;Entreprises;12905757381.0
2020-08-23;Entreprises;8376640100.0
2020-08-23;Professionnels;3279153183.0
2020-08-21;Résidentiels;12050348209.0
2020-08-21;Professionnels;4083564414.0
2020-08-18;Résidentiels;11374698356.0
2020-08-17;Résidentiels;11494508610.0
2020-08-15;Résidentiels;12646790561.0
2020-08-15;Entreprises;9078190751.0
2020-08-14;Professionnels;3920590904.0
2020-08-13;Entreprises;11857480911.0
2020-08-10;Professionnels;4039510836.0
2020-08-06;PME / PMI;5452523688.0
2020-08-05;PME / PMI;5427917408.0
2020-08-01;Entreprises;9886944771.0
2020-07-31;Résidentiels;12448876587.0
2020-07-31;Entreprises;13241236110.0
2020-07-31;Professionnels;4334274503.0
2020-07-30;Professionnels;4280660773.0
2020-07-26;Professionnels;3351879480.0
2020-07-25;Résidentiels;11955659313.0
2020-07-24;PME / PMI;5089492406.0
2020-07-23;Résidentiels;11518266602.0
2020-07-22;Résidentiels;11463572613.0
2020-07-21;Résidentiels;11466292253.0
2020-07-19;PME / PMI;3780152877.0
2020-07-18;Professionnels;3760784803.0
2020-07-12;Entreprises;8818424358.0
2020-07-11;Résidentiels;11975957946.0
2020-07-08;PME / PMI;5101294079.0
2020-07-01;Résidentiels;11381475416.0
2020-06-27;Résidentiels;11476574055.0
